Accident_ID,Accident_Description,Police_Station,Investigation_Status,Reported_By,Insurance_Claim,Claim_Amount,Fault,Injured_Person_Name,Contact_Info,Vehicle_Damage,Repair_Cost,Legal_Proceedings,Lawyer_Involved,Lawyer_Fee
557,Description_557,Station_557,Pending,Driver,True,8595,Road conditions,Person_557,Contact_557,Major,3629,False,False,1172
558,Description_558,Station_558,Completed,Passenger,True,2128,Driver,Person_558,Contact_558,Major,2291,True,False,2956
559,Description_559,Station_559,Completed,Driver,False,1597,Other driver,Person_559,Contact_559,No damage,2317,False,True,1706
560,Description_560,Station_560,Pending,Passenger,True,6561,Road conditions,Person_560,Contact_560,Major,3667,True,True,2816
561,Description_561,Station_561,Pending,Passenger,False,9863,Other driver,Person_561,Contact_561,Minor,3995,True,True,4154
562,Description_562,Station_562,Completed,Driver,True,5730,Other driver,Person_562,Contact_562,Minor,1251,False,False,4940
563,Description_563,Station_563,Pending,Driver,False,6019,Driver,Person_563,Contact_563,No damage,3926,False,False,4697
564,Description_564,Station_564,Pending,Passenger,False,7105,Driver,Person_564,Contact_564,No damage,1165,False,False,4173
565,Description_565,Station_565,Completed,Witness,False,4715,Road conditions,Person_565,Contact_565,Minor,807,False,False,3152
566,Description_566,Station_566,Pending,Passenger,False,4337,Other driver,Person_566,Contact_566,Minor,2368,False,False,3864
567,Description_567,Station_567,Completed,Passenger,True,3899,Other driver,Person_567,Contact_567,No damage,802,True,False,2066
568,Description_568,Station_568,Completed,Passenger,False,7563,Driver,Person_568,Contact_568,Minor,1211,True,False,4310
569,Description_569,Station_569,Pending,Driver,False,3308,Road conditions,Person_569,Contact_569,No damage,1025,False,True,3322
570,Description_570,Station_570,Completed,Passenger,True,3463,Driver,Person_570,Contact_570,Major,4642,False,True,3895
571,Description_571,Station_571,Completed,Witness,False,6474,Road conditions,Person_571,Contact_571,Major,1259,False,False,2817
572,Description_572,Station_572,Completed,Passenger,True,4990,Other driver,Person_572,Contact_572,No damage,3046,True,True,1096
573,Description_573,Station_573,Pending,Witness,True,3748,Road conditions,Person_573,Contact_573,No damage,605,True,True,1014
574,Description_574,Station_574,Pending,Witness,True,6504,Other driver,Person_574,Contact_574,No damage,1406,False,False,4380
575,Description_575,Station_575,Pending,Witness,True,8073,Road conditions,Person_575,Contact_575,Minor,2918,True,False,1228
576,Description_576,Station_576,Completed,Passenger,False,9363,Driver,Person_576,Contact_576,No damage,4165,True,True,3579
577,Description_577,Station_577,Completed,Driver,True,6943,Driver,Person_577,Contact_577,No damage,569,True,False,2668
578,Description_578,Station_578,Pending,Driver,False,4401,Driver,Person_578,Contact_578,Major,3425,False,False,3879
579,Description_579,Station_579,Pending,Passenger,True,5101,Road conditions,Person_579,Contact_579,No damage,4581,False,False,1431
580,Description_580,Station_580,Completed,Passenger,False,8755,Other driver,Person_580,Contact_580,No damage,1598,False,True,1935
581,Description_581,Station_581,Pending,Witness,True,2227,Driver,Person_581,Contact_581,Major,634,False,True,3045
582,Description_582,Station_582,Completed,Passenger,False,3416,Road conditions,Person_582,Contact_582,Minor,1236,True,False,2815
583,Description_583,Station_583,Pending,Driver,True,1721,Road conditions,Person_583,Contact_583,No damage,637,True,True,1837
584,Description_584,Station_584,Pending,Passenger,False,1930,Driver,Person_584,Contact_584,No damage,2376,False,True,1907
585,Description_585,Station_585,Pending,Passenger,False,6288,Driver,Person_585,Contact_585,No damage,4458,True,True,1639
586,Description_586,Station_586,Pending,Passenger,False,3475,Driver,Person_586,Contact_586,No damage,1937,False,False,2795
587,Description_587,Station_587,Completed,Witness,True,9604,Driver,Person_587,Contact_587,Major,2787,False,False,1623
588,Description_588,Station_588,Pending,Passenger,False,1838,Road conditions,Person_588,Contact_588,Major,716,False,False,3730
589,Description_589,Station_589,Completed,Passenger,False,4687,Other driver,Person_589,Contact_589,Major,3428,True,False,4763
590,Description_590,Station_590,Completed,Passenger,False,2026,Other driver,Person_590,Contact_590,No damage,3583,False,False,2006
591,Description_591,Station_591,Pending,Driver,True,3835,Road conditions,Person_591,Contact_591,Minor,886,True,False,2428
592,Description_592,Station_592,Completed,Witness,True,7472,Other driver,Person_592,Contact_592,No damage,1422,True,False,2732
593,Description_593,Station_593,Completed,Witness,False,7376,Road conditions,Person_593,Contact_593,No damage,3387,False,False,2420
594,Description_594,Station_594,Pending,Driver,False,6795,Road conditions,Person_594,Contact_594,Minor,535,True,True,1257
595,Description_595,Station_595,Pending,Witness,False,9251,Road conditions,Person_595,Contact_595,No damage,1328,False,False,1363
596,Description_596,Station_596,Pending,Driver,False,1589,Other driver,Person_596,Contact_596,Major,2135,False,True,4205
597,Description_597,Station_597,Pending,Witness,False,4168,Road conditions,Person_597,Contact_597,Major,4037,False,True,4164
598,Description_598,Station_598,Pending,Witness,True,3034,Road conditions,Person_598,Contact_598,Minor,3764,True,False,4734
599,Description_599,Station_599,Pending,Witness,True,6185,Driver,Person_599,Contact_599,Major,2868,False,True,4554
600,Description_600,Station_600,Completed,Passenger,True,6150,Driver,Person_600,Contact_600,Minor,3957,False,False,1329
601,Description_601,Station_601,Completed,Witness,True,6077,Other driver,Person_601,Contact_601,Minor,3329,True,False,2491
602,Description_602,Station_602,Pending,Passenger,True,1776,Driver,Person_602,Contact_602,No damage,3894,True,True,1344
603,Description_603,Station_603,Completed,Passenger,True,9339,Driver,Person_603,Contact_603,Major,4438,True,False,1675
604,Description_604,Station_604,Completed,Passenger,False,9238,Driver,Person_604,Contact_604,Minor,1984,True,True,4593
605,Description_605,Station_605,Completed,Driver,True,2501,Road conditions,Person_605,Contact_605,No damage,2532,True,True,3458
606,Description_606,Station_606,Pending,Witness,False,7499,Driver,Person_606,Contact_606,Minor,822,False,True,4462
607,Description_607,Station_607,Pending,Witness,True,2664,Other driver,Person_607,Contact_607,Major,1660,False,True,3609
608,Description_608,Station_608,Pending,Witness,False,7596,Road conditions,Person_608,Contact_608,Major,3451,True,False,3836
609,Description_609,Station_609,Pending,Passenger,False,7665,Other driver,Person_609,Contact_609,No damage,2192,True,False,1085
610,Description_610,Station_610,Completed,Witness,False,7320,Other driver,Person_610,Contact_610,Minor,2473,True,False,3093
611,Description_611,Station_611,Pending,Passenger,False,3022,Other driver,Person_611,Contact_611,Major,3482,True,False,4025
612,Description_612,Station_612,Pending,Passenger,True,9401,Other driver,Person_612,Contact_612,Major,3569,True,True,2536
613,Description_613,Station_613,Pending,Passenger,True,8209,Other driver,Person_613,Contact_613,Major,2324,True,True,3392
614,Description_614,Station_614,Completed,Passenger,False,8291,Driver,Person_614,Contact_614,Major,3466,True,True,3486
615,Description_615,Station_615,Completed,Witness,False,9030,Driver,Person_615,Contact_615,Major,3442,False,False,1247
616,Description_616,Station_616,Completed,Passenger,False,4053,Other driver,Person_616,Contact_616,Minor,2715,True,False,3100
617,Description_617,Station_617,Pending,Driver,False,1034,Other driver,Person_617,Contact_617,Minor,2905,True,True,4476
618,Description_618,Station_618,Pending,Driver,True,3043,Driver,Person_618,Contact_618,No damage,3630,False,False,2136
619,Description_619,Station_619,Completed,Driver,True,5854,Other driver,Person_619,Contact_619,Major,3415,True,False,1989
620,Description_620,Station_620,Completed,Passenger,False,3954,Driver,Person_620,Contact_620,No damage,2483,True,True,2439
621,Description_621,Station_621,Completed,Witness,False,9455,Other driver,Person_621,Contact_621,Minor,2347,False,False,4042
622,Description_622,Station_622,Pending,Witness,False,4291,Other driver,Person_622,Contact_622,Minor,1182,False,True,1238
623,Description_623,Station_623,Pending,Passenger,False,9598,Road conditions,Person_623,Contact_623,No damage,2795,True,False,1013
624,Description_624,Station_624,Completed,Passenger,False,7779,Other driver,Person_624,Contact_624,Minor,3569,True,True,4878
625,Description_625,Station_625,Completed,Passenger,False,3111,Road conditions,Person_625,Contact_625,Major,4467,False,False,4709
626,Description_626,Station_626,Completed,Driver,True,4016,Other driver,Person_626,Contact_626,Major,3967,False,False,2321
627,Description_627,Station_627,Pending,Passenger,False,7957,Road conditions,Person_627,Contact_627,Minor,1431,False,True,3840
628,Description_628,Station_628,Pending,Passenger,False,5133,Driver,Person_628,Contact_628,Major,3516,True,True,4484
629,Description_629,Station_629,Completed,Witness,False,5855,Other driver,Person_629,Contact_629,No damage,3028,True,False,1764
630,Description_630,Station_630,Completed,Witness,False,5760,Driver,Person_630,Contact_630,Minor,1145,False,False,3023
631,Description_631,Station_631,Pending,Driver,False,5865,Road conditions,Person_631,Contact_631,No damage,4788,False,True,2311
632,Description_632,Station_632,Completed,Driver,False,1472,Road conditions,Person_632,Contact_632,Minor,999,False,False,1010
633,Description_633,Station_633,Pending,Driver,False,8703,Road conditions,Person_633,Contact_633,Major,4747,True,False,1155
634,Description_634,Station_634,Pending,Driver,True,5674,Road conditions,Person_634,Contact_634,Major,1168,False,True,1452
635,Description_635,Station_635,Completed,Passenger,False,4832,Driver,Person_635,Contact_635,Major,2816,True,True,2791
636,Description_636,Station_636,Pending,Passenger,True,5330,Road conditions,Person_636,Contact_636,Major,2538,True,False,1738
637,Description_637,Station_637,Pending,Driver,False,3141,Other driver,Person_637,Contact_637,No damage,816,False,True,2304
638,Description_638,Station_638,Pending,Driver,True,3908,Road conditions,Person_638,Contact_638,No damage,3147,True,True,1051
639,Description_639,Station_639,Pending,Witness,True,7332,Driver,Person_639,Contact_639,Minor,1486,True,True,4752
640,Description_640,Station_640,Pending,Witness,True,5111,Driver,Person_640,Contact_640,Major,4791,True,False,2202
641,Description_641,Station_641,Pending,Witness,True,2398,Other driver,Person_641,Contact_641,Major,4973,False,False,2670
642,Description_642,Station_642,Completed,Driver,False,9555,Driver,Person_642,Contact_642,No damage,2665,False,False,3976
643,Description_643,Station_643,Pending,Witness,True,9935,Road conditions,Person_643,Contact_643,Major,2437,False,True,2577
644,Description_644,Station_644,Pending,Driver,False,4469,Other driver,Person_644,Contact_644,Major,4370,True,True,1986
645,Description_645,Station_645,Pending,Passenger,False,3457,Other driver,Person_645,Contact_645,Major,4266,True,True,3923
646,Description_646,Station_646,Pending,Driver,False,7317,Driver,Person_646,Contact_646,No damage,4834,False,False,4694
647,Description_647,Station_647,Pending,Passenger,False,4684,Other driver,Person_647,Contact_647,No damage,881,False,True,3260
648,Description_648,Station_648,Completed,Passenger,True,3233,Road conditions,Person_648,Contact_648,Major,3340,True,True,3104
649,Description_649,Station_649,Pending,Driver,False,1469,Road conditions,Person_649,Contact_649,No damage,2155,True,True,4032
650,Description_650,Station_650,Pending,Witness,True,6499,Driver,Person_650,Contact_650,Major,1163,True,False,4029
651,Description_651,Station_651,Completed,Driver,True,9503,Road conditions,Person_651,Contact_651,Minor,1001,False,True,1010
652,Description_652,Station_652,Pending,Witness,False,9029,Road conditions,Person_652,Contact_652,Major,1119,False,False,4909
653,Description_653,Station_653,Completed,Passenger,False,7672,Driver,Person_653,Contact_653,Major,2419,False,False,2346
654,Description_654,Station_654,Completed,Passenger,True,5323,Road conditions,Person_654,Contact_654,Minor,4126,True,True,3077
655,Description_655,Station_655,Pending,Passenger,True,1988,Driver,Person_655,Contact_655,Major,716,False,False,2499
656,Description_656,Station_656,Completed,Passenger,True,2431,Driver,Person_656,Contact_656,Major,3542,True,False,2384
657,Description_657,Station_657,Completed,Driver,False,7696,Driver,Person_657,Contact_657,Minor,3161,False,False,1720
658,Description_658,Station_658,Pending,Passenger,True,1213,Other driver,Person_658,Contact_658,Major,829,True,False,3070
659,Description_659,Station_659,Pending,Witness,False,6025,Road conditions,Person_659,Contact_659,Minor,1435,True,False,3866
660,Description_660,Station_660,Completed,Witness,True,8483,Road conditions,Person_660,Contact_660,Minor,1964,True,False,1737
661,Description_661,Station_661,Completed,Passenger,True,4220,Road conditions,Person_661,Contact_661,Major,922,True,False,3388
662,Description_662,Station_662,Pending,Driver,False,5627,Driver,Person_662,Contact_662,Major,3153,True,True,3564
663,Description_663,Station_663,Pending,Passenger,True,4440,Driver,Person_663,Contact_663,Major,3845,False,False,1817
664,Description_664,Station_664,Pending,Passenger,False,6732,Road conditions,Person_664,Contact_664,Minor,1681,False,True,1255
665,Description_665,Station_665,Pending,Witness,True,3404,Road conditions,Person_665,Contact_665,Minor,2190,False,False,4243
666,Description_666,Station_666,Pending,Driver,False,9891,Road conditions,Person_666,Contact_666,No damage,4004,False,False,4959
667,Description_667,Station_667,Completed,Driver,False,8597,Road conditions,Person_667,Contact_667,Minor,4708,False,True,1526
668,Description_668,Station_668,Completed,Witness,False,6152,Other driver,Person_668,Contact_668,No damage,1440,True,True,4693
669,Description_669,Station_669,Completed,Witness,True,8957,Driver,Person_669,Contact_669,Minor,2280,False,False,4585
670,Description_670,Station_670,Completed,Witness,False,8017,Other driver,Person_670,Contact_670,Major,4009,False,True,3967
671,Description_671,Station_671,Pending,Driver,False,5612,Road conditions,Person_671,Contact_671,Major,3971,True,False,4765
672,Description_672,Station_672,Completed,Witness,True,1680,Driver,Person_672,Contact_672,Major,2500,False,False,2801
673,Description_673,Station_673,Completed,Witness,False,5822,Other driver,Person_673,Contact_673,No damage,517,False,False,3259
674,Description_674,Station_674,Completed,Witness,False,4900,Other driver,Person_674,Contact_674,Major,658,True,True,2826
675,Description_675,Station_675,Pending,Passenger,True,5364,Driver,Person_675,Contact_675,Minor,1533,True,False,1381
676,Description_676,Station_676,Pending,Driver,True,2787,Other driver,Person_676,Contact_676,Major,1064,True,False,3088
677,Description_677,Station_677,Pending,Driver,False,1717,Road conditions,Person_677,Contact_677,Major,1198,False,True,1302
678,Description_678,Station_678,Pending,Passenger,True,9912,Other driver,Person_678,Contact_678,Minor,3626,False,False,4197
679,Description_679,Station_679,Completed,Driver,True,4857,Other driver,Person_679,Contact_679,No damage,2268,True,False,1757
680,Description_680,Station_680,Completed,Witness,False,9062,Road conditions,Person_680,Contact_680,Major,3727,False,True,1340
681,Description_681,Station_681,Completed,Passenger,True,3187,Road conditions,Person_681,Contact_681,No damage,1389,False,True,2949
682,Description_682,Station_682,Completed,Witness,True,4752,Other driver,Person_682,Contact_682,No damage,890,False,False,2788
683,Description_683,Station_683,Completed,Witness,False,1780,Road conditions,Person_683,Contact_683,Major,3309,True,True,3524
684,Description_684,Station_684,Completed,Witness,True,1629,Driver,Person_684,Contact_684,Minor,2672,False,False,4705
685,Description_685,Station_685,Completed,Witness,False,6729,Driver,Person_685,Contact_685,No damage,4199,True,True,3914
686,Description_686,Station_686,Completed,Driver,False,5530,Road conditions,Person_686,Contact_686,Minor,2766,False,True,2010
687,Description_687,Station_687,Pending,Passenger,True,6664,Road conditions,Person_687,Contact_687,No damage,4876,False,False,3981
688,Description_688,Station_688,Completed,Passenger,False,8621,Driver,Person_688,Contact_688,Major,2987,True,False,2561
689,Description_689,Station_689,Completed,Witness,True,4921,Driver,Person_689,Contact_689,Minor,3611,True,True,4603
690,Description_690,Station_690,Pending,Passenger,False,8234,Other driver,Person_690,Contact_690,Minor,3018,True,False,1291
691,Description_691,Station_691,Completed,Passenger,False,4312,Other driver,Person_691,Contact_691,No damage,1899,True,False,3879
692,Description_692,Station_692,Completed,Witness,True,3430,Other driver,Person_692,Contact_692,Minor,1714,False,True,1554
693,Description_693,Station_693,Pending,Witness,True,7577,Other driver,Person_693,Contact_693,Major,2981,False,True,3727
694,Description_694,Station_694,Pending,Driver,False,2473,Driver,Person_694,Contact_694,Minor,2558,False,False,3577
695,Description_695,Station_695,Completed,Driver,False,9671,Driver,Person_695,Contact_695,Minor,914,False,True,1917
696,Description_696,Station_696,Pending,Witness,False,3069,Driver,Person_696,Contact_696,No damage,4419,True,True,1204
697,Description_697,Station_697,Pending,Driver,True,1560,Road conditions,Person_697,Contact_697,Minor,3409,True,False,1078
698,Description_698,Station_698,Pending,Driver,True,3695,Driver,Person_698,Contact_698,Minor,2902,False,False,1527
699,Description_699,Station_699,Pending,Passenger,True,8910,Road conditions,Person_699,Contact_699,Major,2079,False,False,3520
700,Description_700,Station_700,Completed,Witness,False,8460,Road conditions,Person_700,Contact_700,Minor,2244,True,False,4842
701,Description_701,Station_701,Pending,Passenger,True,3003,Road conditions,Person_701,Contact_701,Major,760,False,True,3884
702,Description_702,Station_702,Pending,Passenger,True,4992,Other driver,Person_702,Contact_702,Minor,1469,False,False,1922
703,Description_703,Station_703,Completed,Witness,True,2461,Road conditions,Person_703,Contact_703,Minor,594,True,True,4174
704,Description_704,Station_704,Pending,Passenger,False,1894,Driver,Person_704,Contact_704,Major,4292,True,False,3144
705,Description_705,Station_705,Pending,Driver,True,6278,Driver,Person_705,Contact_705,Minor,4581,True,True,2959
706,Description_706,Station_706,Pending,Driver,False,1517,Driver,Person_706,Contact_706,Minor,4921,True,True,4685
707,Description_707,Station_707,Completed,Driver,True,7825,Driver,Person_707,Contact_707,No damage,1374,False,False,4587
708,Description_708,Station_708,Pending,Driver,True,9054,Driver,Person_708,Contact_708,No damage,4007,False,True,4754
709,Description_709,Station_709,Pending,Driver,True,6299,Driver,Person_709,Contact_709,Minor,3218,False,True,1613
710,Description_710,Station_710,Pending,Passenger,True,8379,Road conditions,Person_710,Contact_710,Major,4689,False,False,3033
711,Description_711,Station_711,Pending,Witness,False,2000,Driver,Person_711,Contact_711,No damage,835,False,False,3867
712,Description_712,Station_712,Pending,Passenger,False,4747,Road conditions,Person_712,Contact_712,Minor,2024,False,False,1247
713,Description_713,Station_713,Pending,Passenger,False,9831,Other driver,Person_713,Contact_713,No damage,663,True,True,2843
714,Description_714,Station_714,Completed,Driver,True,1729,Driver,Person_714,Contact_714,Minor,3441,True,True,3676
715,Description_715,Station_715,Pending,Driver,False,9624,Other driver,Person_715,Contact_715,Major,4963,False,True,4393
716,Description_716,Station_716,Completed,Passenger,False,7787,Other driver,Person_716,Contact_716,No damage,818,True,True,4517
717,Description_717,Station_717,Completed,Passenger,False,4937,Other driver,Person_717,Contact_717,No damage,1778,True,True,4666
718,Description_718,Station_718,Completed,Witness,False,3810,Driver,Person_718,Contact_718,Minor,2354,True,True,4134
719,Description_719,Station_719,Completed,Witness,True,3937,Road conditions,Person_719,Contact_719,Major,2308,True,False,1178
720,Description_720,Station_720,Pending,Witness,True,5196,Other driver,Person_720,Contact_720,Major,3443,True,False,2215
721,Description_721,Station_721,Pending,Witness,False,7463,Driver,Person_721,Contact_721,Major,1943,True,True,3769
722,Description_722,Station_722,Pending,Witness,False,2121,Road conditions,Person_722,Contact_722,Minor,4265,True,False,2659
723,Description_723,Station_723,Pending,Driver,True,3326,Other driver,Person_723,Contact_723,Major,686,True,False,3999
724,Description_724,Station_724,Pending,Witness,False,4416,Driver,Person_724,Contact_724,Major,927,True,False,2034
725,Description_725,Station_725,Pending,Passenger,False,6980,Road conditions,Person_725,Contact_725,Minor,1647,True,True,2186
726,Description_726,Station_726,Completed,Driver,False,8522,Road conditions,Person_726,Contact_726,Major,4620,True,True,4978
727,Description_727,Station_727,Pending,Passenger,True,2062,Driver,Person_727,Contact_727,Major,2326,True,True,1416
728,Description_728,Station_728,Pending,Driver,True,8470,Other driver,Person_728,Contact_728,No damage,4258,False,False,4649
729,Description_729,Station_729,Completed,Driver,True,6467,Driver,Person_729,Contact_729,Major,2180,False,False,2015
730,Description_730,Station_730,Pending,Witness,False,5550,Other driver,Person_730,Contact_730,No damage,4307,False,True,2408
731,Description_731,Station_731,Completed,Passenger,False,6443,Driver,Person_731,Contact_731,No damage,621,True,False,1032
732,Description_732,Station_732,Pending,Witness,False,9710,Road conditions,Person_732,Contact_732,No damage,3794,True,True,1076
733,Description_733,Station_733,Pending,Passenger,False,4424,Road conditions,Person_733,Contact_733,No damage,1482,False,True,4738
734,Description_734,Station_734,Completed,Passenger,True,6934,Road conditions,Person_734,Contact_734,Major,1753,False,False,2472
735,Description_735,Station_735,Pending,Witness,True,6422,Road conditions,Person_735,Contact_735,No damage,516,False,False,1873
736,Description_736,Station_736,Pending,Witness,True,1209,Road conditions,Person_736,Contact_736,No damage,4597,False,False,3268
737,Description_737,Station_737,Completed,Driver,True,4940,Driver,Person_737,Contact_737,No damage,766,True,True,2196
738,Description_738,Station_738,Pending,Driver,True,8300,Driver,Person_738,Contact_738,Major,4518,False,False,2895
739,Description_739,Station_739,Pending,Driver,False,1175,Driver,Person_739,Contact_739,Minor,2372,True,False,3133
740,Description_740,Station_740,Pending,Passenger,True,8254,Other driver,Person_740,Contact_740,No damage,750,False,False,4942
741,Description_741,Station_741,Pending,Witness,False,5856,Other driver,Person_741,Contact_741,No damage,4872,True,False,3643
742,Description_742,Station_742,Completed,Driver,False,4529,Road conditions,Person_742,Contact_742,Minor,4106,False,True,1299
743,Description_743,Station_743,Completed,Witness,False,9408,Road conditions,Person_743,Contact_743,Major,2349,True,False,2831
744,Description_744,Station_744,Completed,Driver,True,6525,Road conditions,Person_744,Contact_744,No damage,2220,False,True,3604
745,Description_745,Station_745,Completed,Driver,True,3910,Other driver,Person_745,Contact_745,Major,2771,False,True,2665
746,Description_746,Station_746,Completed,Witness,True,1603,Other driver,Person_746,Contact_746,No damage,4122,False,False,1680
747,Description_747,Station_747,Pending,Driver,True,1819,Driver,Person_747,Contact_747,Major,1440,False,False,1435
748,Description_748,Station_748,Pending,Witness,False,8597,Other driver,Person_748,Contact_748,Major,3984,False,True,4088
749,Description_749,Station_749,Completed,Driver,True,2061,Road conditions,Person_749,Contact_749,No damage,972,False,True,3097
750,Description_750,Station_750,Completed,Witness,False,4012,Driver,Person_750,Contact_750,No damage,1013,False,False,3551
751,Description_751,Station_751,Pending,Driver,False,3955,Other driver,Person_751,Contact_751,Major,2712,True,False,1879
752,Description_752,Station_752,Completed,Driver,False,1184,Driver,Person_752,Contact_752,No damage,799,False,True,2704
753,Description_753,Station_753,Completed,Passenger,True,4448,Other driver,Person_753,Contact_753,Minor,3001,False,False,4972
754,Description_754,Station_754,Pending,Witness,False,7418,Other driver,Person_754,Contact_754,Major,3186,True,True,1947
755,Description_755,Station_755,Pending,Driver,True,9793,Other driver,Person_755,Contact_755,Minor,4402,True,False,3479
756,Description_756,Station_756,Completed,Passenger,True,2309,Road conditions,Person_756,Contact_756,No damage,4461,True,False,4929
757,Description_757,Station_757,Completed,Witness,False,2371,Other driver,Person_757,Contact_757,Minor,3028,True,True,1780
758,Description_758,Station_758,Pending,Driver,False,2012,Road conditions,Person_758,Contact_758,Minor,2622,False,True,2185
759,Description_759,Station_759,Completed,Driver,True,1006,Driver,Person_759,Contact_759,Major,2856,False,True,1822
760,Description_760,Station_760,Completed,Driver,True,9379,Other driver,Person_760,Contact_760,Minor,4671,True,True,3397
761,Description_761,Station_761,Pending,Witness,False,5045,Road conditions,Person_761,Contact_761,No damage,4555,True,True,2963
762,Description_762,Station_762,Completed,Passenger,True,2623,Road conditions,Person_762,Contact_762,Major,2934,False,True,1001
763,Description_763,Station_763,Completed,Driver,True,9254,Driver,Person_763,Contact_763,No damage,3846,False,False,3763
764,Description_764,Station_764,Completed,Passenger,True,9632,Driver,Person_764,Contact_764,No damage,3504,False,False,4255
765,Description_765,Station_765,Pending,Witness,True,2367,Driver,Person_765,Contact_765,Minor,3294,True,False,1853
766,Description_766,Station_766,Pending,Witness,False,1586,Other driver,Person_766,Contact_766,No damage,4282,True,False,1869
767,Description_767,Station_767,Pending,Driver,True,1378,Other driver,Person_767,Contact_767,Minor,2064,True,True,1780
768,Description_768,Station_768,Completed,Driver,False,3487,Driver,Person_768,Contact_768,Major,2363,False,True,3479
769,Description_769,Station_769,Completed,Driver,True,4946,Other driver,Person_769,Contact_769,Major,2098,True,True,3419
770,Description_770,Station_770,Completed,Passenger,True,1736,Road conditions,Person_770,Contact_770,Minor,2816,True,True,1856
771,Description_771,Station_771,Pending,Passenger,True,4347,Road conditions,Person_771,Contact_771,Major,4068,False,False,2638
772,Description_772,Station_772,Completed,Driver,True,4238,Other driver,Person_772,Contact_772,Major,1719,True,False,2467
773,Description_773,Station_773,Pending,Witness,True,9149,Other driver,Person_773,Contact_773,Major,2379,False,False,3542
774,Description_774,Station_774,Completed,Witness,False,9290,Road conditions,Person_774,Contact_774,Major,3676,False,False,3084
775,Description_775,Station_775,Completed,Driver,True,9605,Road conditions,Person_775,Contact_775,Minor,2300,False,True,3580
776,Description_776,Station_776,Pending,Passenger,True,1313,Other driver,Person_776,Contact_776,Minor,1598,True,False,1273
777,Description_777,Station_777,Completed,Witness,True,7272,Other driver,Person_777,Contact_777,No damage,1620,False,True,4572
778,Description_778,Station_778,Completed,Passenger,False,8619,Driver,Person_778,Contact_778,No damage,4222,False,False,2868
779,Description_779,Station_779,Pending,Driver,True,2432,Driver,Person_779,Contact_779,Major,4623,False,False,2206
780,Description_780,Station_780,Completed,Passenger,False,1337,Other driver,Person_780,Contact_780,Minor,3673,False,True,1600
781,Description_781,Station_781,Completed,Passenger,True,5341,Road conditions,Person_781,Contact_781,Minor,3409,False,False,2231
782,Description_782,Station_782,Completed,Passenger,False,8816,Other driver,Person_782,Contact_782,Minor,4714,True,True,2132
783,Description_783,Station_783,Completed,Witness,False,1557,Road conditions,Person_783,Contact_783,No damage,2107,True,False,3809
784,Description_784,Station_784,Pending,Passenger,False,5299,Other driver,Person_784,Contact_784,Major,3598,True,True,1574
785,Description_785,Station_785,Completed,Passenger,False,8048,Other driver,Person_785,Contact_785,Minor,649,False,False,3780
786,Description_786,Station_786,Pending,Passenger,True,2216,Road conditions,Person_786,Contact_786,No damage,1181,False,True,4771
787,Description_787,Station_787,Completed,Driver,False,4430,Road conditions,Person_787,Contact_787,Minor,3725,True,False,1685
788,Description_788,Station_788,Completed,Passenger,True,6673,Other driver,Person_788,Contact_788,Minor,1261,False,False,2039
789,Description_789,Station_789,Completed,Passenger,False,9927,Road conditions,Person_789,Contact_789,No damage,682,True,True,3261
790,Description_790,Station_790,Pending,Witness,False,3265,Road conditions,Person_790,Contact_790,No damage,2730,False,False,1683
791,Description_791,Station_791,Completed,Driver,False,5668,Other driver,Person_791,Contact_791,Minor,672,False,True,1651
792,Description_792,Station_792,Completed,Passenger,False,9373,Driver,Person_792,Contact_792,Major,3089,True,False,3794
793,Description_793,Station_793,Pending,Witness,False,6690,Driver,Person_793,Contact_793,Major,2357,True,True,2343
794,Description_794,Station_794,Pending,Witness,True,6069,Road conditions,Person_794,Contact_794,No damage,854,True,True,3521
795,Description_795,Station_795,Completed,Passenger,False,1207,Other driver,Person_795,Contact_795,Minor,2701,False,False,4739
796,Description_796,Station_796,Pending,Witness,True,2193,Road conditions,Person_796,Contact_796,No damage,2932,False,False,3843
797,Description_797,Station_797,Pending,Witness,False,5234,Other driver,Person_797,Contact_797,Minor,1232,False,False,4158
798,Description_798,Station_798,Completed,Witness,False,2189,Driver,Person_798,Contact_798,Minor,1419,False,False,3662
799,Description_799,Station_799,Pending,Witness,False,5664,Driver,Person_799,Contact_799,Minor,1834,True,False,4677
800,Description_800,Station_800,Completed,Passenger,False,2658,Driver,Person_800,Contact_800,No damage,3640,False,True,1867
801,Description_801,Station_801,Pending,Passenger,True,8563,Road conditions,Person_801,Contact_801,No damage,860,False,False,3998
802,Description_802,Station_802,Pending,Witness,False,1425,Driver,Person_802,Contact_802,No damage,1373,True,False,1397
803,Description_803,Station_803,Completed,Passenger,True,6029,Driver,Person_803,Contact_803,No damage,1586,True,True,2785
804,Description_804,Station_804,Completed,Passenger,True,6064,Road conditions,Person_804,Contact_804,Major,1217,True,True,3718
805,Description_805,Station_805,Completed,Witness,True,5857,Other driver,Person_805,Contact_805,Minor,3042,False,False,3110
806,Description_806,Station_806,Pending,Witness,True,1568,Driver,Person_806,Contact_806,No damage,754,False,True,1075
807,Description_807,Station_807,Completed,Witness,True,1230,Other driver,Person_807,Contact_807,Minor,4334,False,True,4950
808,Description_808,Station_808,Completed,Passenger,True,1994,Other driver,Person_808,Contact_808,Major,4856,True,True,2482
